"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16",
"52000","25.919298245614037","35.06949152542374","43.05762711864407","50.88983050847457","58.84067796610169","67.02203389830508","75.01864406779661","83.07288135593218","90.89322033898304","97.16101694915261","97.31694915254234","97.35254237288139","97.35254237288137","97.17457627118642","97.54745762711863","97.38813559322033",
"54000","27.53389830508474","34.99322033898306","43.2","51.074576271186444","59.05593220338982","67.05593220338983","74.94067796610172","83.01864406779657","90.79491525423731","97.15932203389828","96.82881355932204","97.12372881355932","97.19999999999997","97.47118644067795","97.19999999999997","97.2779661016949",
"56000","27.689655172413794","34.3793103448276","42.715254237288136","51.02881355932204","59.057627118644085","67.07796610169493","74.99661016949153","82.93728813559322","90.83050847457623","97.2135593220339","97.39322033898308","97.15932203389833","97.10508474576268","97.37118644067795","97.42542372881354","97.35084745762705",
"58000","27.956896551724135","35.27457627118644","43.13898305084745","51.010169491525424","59.118644067796616","66.98305084745763","74.92372881355931","83.01864406779663","90.86101694915256","96.98305084745765","97.42033898305085","97.41355932203392","97.3932203389831","97.08135593220338","97.39152542372882","97.09830508474576",
"60000","28.07586206896551","35.57118644067796","43.164406779661014","50.930508474576264","59.10847457627118","67.21186440677967","75.02542372881356","83.11016949152543","90.66440677966101","97.1372881355932","97.15593220338982","97.31186440677963","97.14406779661017","95.94745762711862","97.67796610169493","96.99322033898304",
"62000","28.22758620689655","35.503389830508475","43.199999999999996","50.90677966101696","59.1813559322034","67.11355932203391","75.04067796610171","82.9508474576271","90.728813559322","97.12711864406779","97.17796610169493","97.33898305084746","97.22711864406779","97.04237288135593","97.16271186440677","97.18644067796612",
"64000","27.820689655172412","35.97457627118644","43.135593220338976","51.19830508474576","59.25932203389832","67.13389830508474","74.86949152542375","82.93389830508474","90.8135593220339","97.08983050847455","96.01694915254237","97.36271186440676","97.22542372881358","96.63389830508476","97.63898305084744","97.17118644067796",
"66000","27.8948275862069","35.12542372881356","43.16440677966102","51.272881355932206","59.0457627118644","67.3135593220339","75.00847457627117","82.39322033898306","90.728813559322","97.19999999999999","96.48474576271184","96.91355932203389","96.8152542372881","96.98644067796613","97.29999999999998","97.08474576271186",
"68000","28.27413793103449","35.08644067796611","43.2084745762712","51.32033898305084","59.07627118644067","67.13389830508476","74.9457627118644","83.03389830508476","90.67627118644069","96.87457627118643","96.86101694915254","97.3050847457627","96.51525423728816","97.03050847457628","97.31186440677963","97.01694915254237",
"70000","28.0135593220339","35.15084745762712","43.46271186440678","51.477966101694925","59.142372881355904","67.2271186440678","74.99661016949153","83.02542372881355","90.84745762711864","97.04915254237288","96.94406779661017","96.10847457627115","97.21186440677964","97.29152542372883","97.54745762711866","97.36610169491524",
"72000","28.348275862068967","35.503389830508475","43.62372881355933","51.6084745762712","59.06949152542373","67.13050847457627","74.94406779661017","83.0830508474576","90.7135593220339","97.12881355932201","97.12033898305083","97.27796610169491","95.72881355932203","97.02711864406776","97.49322033898305","97.11864406779662",
"74000","28.491379310344815","35.722033898305085","43.76779661016948","51.791525423728814","59.39152542372882","67.42033898305085","74.45932203389829","83.08305084745763","90.83728813559323","96.64406779661019","97.15593220338985","97.26949152542373","96.6830508474576","97.29999999999998","97.29322033898303","97.21864406779657",
"76000","27.11206896551725","35.57966101694915","43.95254237288135","51.640677966101684","59.44067796610169","67.30847457627117","75.11694915254236","82.19322033898304","90.76779661016947","97.05593220338982","97.12542372881359","97.17288135593225","97.19661016949154","97.15932203389826","97.32372881355936","97.21355932203392",
"78000","27.241379310344836","35.58474576271186","44.05084745762712","51.664406779661014","59.35593220338982","67.39999999999999","75.11186440677965","82.95593220338986","90.80169491525423","96.91016949152544","96.99661016949156","97.36949152542371","97.27118644067795","97.44915254237289","97.2898305084746","97.18474576271184",
"80000","27.76551724137931","35.59152542372882","43.672881355932184","51.71016949152542","59.58474576271188","67.47457627118645","75.17627118644067","83.07796610169494","90.6864406779661","96.89152542372882","96.87118644067796","96.42203389830507","96.83220338983054","97.30000000000001","97.07118644067795","97.17457627118645",
