"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16",
"2000","55.43550570822158","57.455492185725255","68.59671695508182","65.99959580968185","138.91826311355408","141.83177844004783","162.58993295432586","99.6556265116644","121.95773517812965","151.12221880767456","393.0091655017783","563.6471007826605","691.6068319312405","787.5073068919655","1095.341927705504","565.6132638932896",
"4000","6.887341954278706","8.84849037573641","29.40953643519961","56.44828166829923","80.32883437293873","72.29298990143435","55.041161375479895","59.89709167811653","44.31632192419504","74.26346957257013","172.35746248767813","304.1038384389051","388.8318240827564","448.7803566433124","418.4397135921553","465.6102243103154",
"6000","2.873621822363857","9.098764353825011","12.483361153259253","30.88463958402706","47.22273115044092","40.525117892634405","44.265858687387976","35.71334562254781","28.314990819914858","35.29678015403947","111.63242219153592","201.53531320423852","251.70306572783716","232.2442935533297","325.5576876751841","222.92317579763863",
"8000","2.9762991034813107","6.871523696438019","10.108862910570975","19.648430384407504","43.3445274358561","30.08165426897302","31.89695889342174","56.12059665013377","31.99053405058111","33.35986860485715","78.4701917448616","142.836401396483","204.81834604450088","267.77377606457867","260.7298470227394","171.99859976476898",
"10000","4.854539261000638","5.637843630714817","7.454005693339502","14.909161067991283","26.79593309833094","23.69837528740857","35.555365394598354","22.210923113080135","37.911141253568935","23.65053125418641","66.75913919279031","121.85641947946338","169.95136536040903","242.5896670068473","188.37865902581606","121.78426666970688",
"12000","5.034084653873018","4.49642911914643","7.923756017190385","16.53297414881861","27.579341019963184","20.9753632347474","44.57480725108591","19.50219096240573","16.38129751688946","19.581399655002794","58.55934317576388","102.88408493416257","121.65211713344694","113.7100623200997","129.43637326611713","237.0484573592328",
"14000","3.212067823325338","4.440803008280508","5.94052576634912","19.204391447935063","22.870107728368538","34.38572732655944","25.41841235752823","25.094794712445566","21.344879520210526","31.18494753587712","46.626297753157544","68.08555773898517","69.89438461493386","185.80682669541667","131.23278107401856","105.92928279903165",
"16000","1.3611203968886736","11.294324392766177","5.224133236576346","9.641265995131416","20.893249682139736","20.121229321904952","18.885658754831198","14.153213169973709","10.776524673003994","15.646378843439448","38.965480061828515","81.75273623473662","83.22911643015127","80.4791927662582","120.14760366522974","98.13792639920608",
"18000","1.1278145697035107","2.5780052433856824","5.33619891947628","13.929059874246159","19.7615878008896","17.099638651798248","19.68520050610502","12.868480484115357","10.72875386517082","18.569506187638837","34.58362014595229","73.7731211480387","86.07998504958574","121.50193231442546","78.55647011574207","105.83041749296866",
"20000","2.3221536693849214","9.323142694100333","4.320264545864996","10.824386421592266","13.212386805815282","16.397661446966197","13.392991668823576","10.300158507959393","10.409883463597614","16.570700361871953","33.51211639834901","66.39753484987186","74.27955749497234","101.3594056377566","58.12033041669347","75.09771073295495",
"22000","1.3770278368625173","3.5821807740628664","5.108860912677784","7.071813926441363","16.0965369987559","12.394450041028147","12.256409074939233","8.856204823869351","31.603674620233797","9.731079651391612","28.6594189880267","60.17863327220419","68.21680348867434","76.56100191045475","61.259734951737755","62.19914072117122",
"24000","0.9629474731312926","2.396495385375784","3.4541409105049854","13.433886174425272","16.500288284371237","12.555250430582394","10.800623684762906","8.920531758142973","10.120044715599922","10.253575953221635","33.07851641567707","44.73083779554219","53.98187745047701","46.53218771003965","62.4970925701804","52.808118177791336",
"26000","0.8688261000392576","1.907417074332888","4.186954143140527","5.416949748742707","13.677138900990444","9.950526140598761","9.816240860549751","8.834042160918605","7.300426743285748","10.85438034166443","32.746000205201305","44.85063496364688","55.13134137629189","51.672504449648706","85.45810560390154","47.439336999254685",
"28000","0.9359436569744707","1.7178347006682442","3.389202151807009","6.725030581024122","11.08275126504715","10.742183523314722","9.023485307189457","17.23763941687434","6.625011800454151","8.800190326382372","23.995438933261386","42.21289906773413","40.52246659430091","48.8267921183231","67.36554349391292","47.82463242290155",
"30000","0.846929130809897","1.9508489372999258","3.53444206779633","5.075856309655398","10.176307556558704","12.23651010475469","11.510063245810631","6.5345808682394475","6.5806370003505075","9.118582511573567","23.312914803250766","43.82570260460218","52.68095513965417","51.435928835531016","59.87856956011862","50.22917527679655",
"32000","0.8827757354569331","1.670514850394685","2.873231293467971","4.348073623888564","11.19404594450789","8.575271376438266","10.171736150095116","12.742075406349464","8.091408388663472","9.377517495522653","19.074625447829682","33.27136451108495","47.20077680973827","38.59957700459896","66.29642239334616","42.983037582350455",
